Installment,Loan_Purpose,Loan_Application_Type,Interest_Rate,Last_Payment_Amount,Loan_Amount,Revolving_Balance,Delinquency_In_2_years,Inquiries_In_6_Months,Mortgage_Accounts,Grade,Open_Accounts,Revolving_Utilization_Rate,Total_Accounts,Fico_Range_Low,Fico_Range_High,Address_State,Employment_Length,Home_Ownership,Verification_Status,Annual_Income,Loan_Status
830.11,home_improvement,Individual,6.71,20643.18,27000.0,13381.0,0.0,1.0,5.0,A,11.0,23.5,37.0,705.0,709.0,AL,10+_years,MORTGAGE,Verified,116300.0,fullypaid
472.76,debt_consolidation,Individual,10.49,7941.03,22000.0,17643.0,0.0,0.0,2.0,B,6.0,64.9,19.0,740.0,744.0,AR,10+_years,OWN,Source_Verified,66000.0,fullypaid
197.0,credit_card,Individual,10.91,4124.24,6025.0,9828.0,0.0,1.0,1.0,B,4.0,76.8,10.0,680.0,684.0,MA,<_1_year,MORTGAGE,Source_Verified,43000.0,fullypaid
168.45,debt_consolidation,Individual,12.99,4109.41,5000.0,657.0,1.0,0.0,1.0,C,7.0,11.3,13.0,665.0,669.0,CA,7_years,MORTGAGE,Source_Verified,130000.0,fullypaid
642.21,home_improvement,Individual,18.54,15661.46,25000.0,4425.0,0.0,1.0,2.0,E,11.0,36.3,25.0,715.0,719.0,NV,2_years,MORTGAGE,Source_Verified,90000.0,fullypaid
843.22,credit_card,Individual,5.32,842.98,28000.0,30347.0,0.0,1.0,5.0,A,12.0,38.9,25.0,735.0,739.0,AZ,9_years,MORTGAGE,Source_Verified,200000.0,fullypaid
101.8,debt_consolidation,Individual,13.49,1781.06,3000.0,2272.0,0.0,0.0,0.0,C,7.0,8.3,9.0,735.0,739.0,CA,<_1_year,RENT,Verified,37440.0,fullypaid
657.12,debt_consolidation,Individual,12.74,7469.06,19575.0,26924.0,0.0,0.0,0.0,C,9.0,60.4,16.0,665.0,669.0,WA,7_years,RENT,Verified,44500.0,fullypaid
800.44,debt_consolidation,Individual,11.98,4334.97,36000.0,31653.0,0.0,0.0,0.0,B,17.0,45.4,30.0,685.0,689.0,VA,6_years,RENT,Not_Verified,85000.0,fullypaid
683.25,debt_consolidation,Individual,21.49,9083.48,25000.0,17064.0,0.0,1.0,4.0,E,9.0,91.7,22.0,665.0,669.0,PA,3_years,MORTGAGE,Verified,88000.0,fullypaid
268.09,home_improvement,Individual,12.62,33.7,8000.0,4158.0,0.0,0.0,3.0,C,10.0,35.2,25.0,685.0,689.0,FL,2_years,MORTGAGE,Not_Verified,90000.0,fullypaid
647.42,debt_consolidation,Individual,18.92,10349.19,25000.0,4809.0,0.0,2.0,0.0,D,7.0,46.2,33.0,670.0,674.0,AL,9_years,MORTGAGE,Source_Verified,109000.0,fullypaid
192.08,credit_card,Individual,9.17,477.17,6025.0,2360.0,11.0,0.0,0.0,B,12.0,19.7,16.0,665.0,669.0,MA,2_years,RENT,Source_Verified,50000.0,fullypaid
163.67,credit_card,Individual,10.99,2883.14,5000.0,4586.0,0.0,1.0,6.0,B,7.0,92.0,45.0,665.0,669.0,PA,10+_years,RENT,Not_Verified,52000.0,fullypaid
595.02,debt_consolidation,Individual,15.02,25302.51,25000.0,33976.0,1.0,0.0,1.0,C,13.0,52.0,17.0,705.0,709.0,WA,10+_years,MORTGAGE,Not_Verified,120000.0,fullypaid
45.66,major_purchase,Individual,6.03,45.54,1500.0,324.0,0.0,0.0,1.0,A,7.0,1.0,15.0,815.0,819.0,CA,6_years,MORTGAGE,Not_Verified,50000.0,fullypaid
271.45,debt_consolidation,Individual,13.49,6172.35,8000.0,7971.0,2.0,0.0,1.0,C,21.0,52.4,45.0,660.0,664.0,PA,10+_years,MORTGAGE,Not_Verified,125000.0,fullypaid
196.32,credit_card,Individual,7.89,196.22,6275.0,40579.0,0.0,0.0,2.0,A,21.0,64.1,45.0,695.0,699.0,WY,<_1_year,MORTGAGE,Not_Verified,175000.0,fullypaid
610.62,credit_card,Individual,6.24,9421.05,20000.0,12566.0,0.0,0.0,2.0,A,10.0,49.1,24.0,725.0,729.0,CA,10+_years,MORTGAGE,Source_Verified,70000.0,fullypaid
858.9,debt_consolidation,Individual,17.27,2561.01,24000.0,26365.0,0.0,1.0,1.0,D,9.0,78.7,9.0,690.0,694.0,CT,10+_years,MORTGAGE,Not_Verified,101000.0,fullypaid
188.49,debt_consolidation,Individual,10.49,2172.49,5800.0,5707.0,0.0,0.0,3.0,B,12.0,39.6,24.0,695.0,699.0,KY,10+_years,RENT,Not_Verified,69000.0,fullypaid
451.99,credit_card,Individual,9.67,451.99,14075.0,19546.0,0.0,1.0,2.0,B,6.0,70.1,27.0,715.0,719.0,NV,nan,MORTGAGE,Verified,32000.0,chargedoff
46.59,debt_consolidation,Individual,7.39,1.24,1500.0,1554.0,0.0,0.0,0.0,A,5.0,15.5,18.0,750.0,754.0,UT,10+_years,RENT,Source_Verified,58850.0,fullypaid
343.39,credit_card,Individual,14.33,299.48,10000.0,3476.0,0.0,0.0,1.0,C,5.0,63.2,15.0,690.0,694.0,WI,10+_years,MORTGAGE,Verified,51000.0,fullypaid
856.78,credit_card,Individual,6.39,856.42,28000.0,24656.0,0.0,3.0,2.0,A,15.0,45.1,44.0,700.0,704.0,NY,10+_years,MORTGAGE,Source_Verified,80000.0,fullypaid
351.51,debt_consolidation,Individual,18.92,8350.54,9600.0,11161.0,0.0,2.0,3.0,D,18.0,67.6,60.0,665.0,669.0,GA,4_years,MORTGAGE,Not_Verified,80400.0,fullypaid
787.92,credit_card,Individual,8.39,13048.47,25000.0,14594.0,0.0,1.0,3.0,A,15.0,28.3,47.0,740.0,744.0,TX,10+_years,MORTGAGE,Source_Verified,80000.0,fullypaid
323.38,credit_card,Individual,10.15,6801.0,10000.0,28676.0,0.0,0.0,0.0,B,15.0,90.7,38.0,670.0,674.0,TX,<_1_year,RENT,Not_Verified,82500.0,fullypaid
335.07,debt_consolidation,Joint_App,12.61,9432.28,10000.0,5627.0,0.0,0.0,1.0,C,8.0,63.9,33.0,665.0,669.0,GA,10+_years,MORTGAGE,Source_Verified,37000.0,fullypaid
547.84,debt_consolidation,Individual,6.03,10968.13,18000.0,23816.0,1.0,0.0,6.0,A,10.0,41.3,38.0,730.0,734.0,NJ,2_years,MORTGAGE,Source_Verified,240000.0,fullypaid
950.42,debt_consolidation,Individual,21.18,32568.33,35000.0,9074.0,0.0,0.0,1.0,E,9.0,44.0,10.0,710.0,714.0,TX,5_years,MORTGAGE,Source_Verified,280000.0,fullypaid
449.23,debt_consolidation,Individual,18.24,449.23,17600.0,7703.0,0.0,0.0,0.0,D,15.0,53.1,21.0,675.0,679.0,MD,10+_years,RENT,Source_Verified,52000.0,chargedoff
347.81,debt_consolidation,Individual,15.61,347.44,14425.0,5286.0,0.0,0.0,0.0,C,16.0,47.6,17.0,705.0,709.0,CA,2_years,MORTGAGE,Source_Verified,60000.0,fullypaid
452.89,debt_consolidation,Individual,17.57,452.89,18000.0,16851.0,0.0,1.0,1.0,D,8.0,54.9,27.0,665.0,669.0,NJ,3_years,RENT,Source_Verified,45000.0,chargedoff
265.68,medical,Individual,11.99,265.52,8000.0,6954.0,0.0,0.0,1.0,C,34.0,54.3,48.0,675.0,679.0,MD,1_year,RENT,Source_Verified,125000.0,fullypaid
818.87,debt_consolidation,Individual,9.67,818.79,25500.0,24714.0,0.0,2.0,4.0,B,13.0,61.8,32.0,715.0,719.0,CA,nan,MORTGAGE,Verified,90132.0,fullypaid
329.24,debt_consolidation,Individual,11.39,5221.29,10000.0,33148.0,0.0,0.0,2.0,B,5.0,98.1,18.0,685.0,689.0,RI,<_1_year,MORTGAGE,Source_Verified,70000.0,fullypaid
556.83,debt_consolidation,Individual,22.39,556.83,20000.0,1349.0,0.0,3.0,1.0,E,12.0,10.8,44.0,665.0,669.0,TX,1_year,MORTGAGE,Source_Verified,63000.0,chargedoff
459.9,debt_consolidation,Individual,15.31,14042.47,19200.0,11248.0,3.0,0.0,0.0,C,12.0,37.4,20.0,685.0,689.0,AR,10+_years,RENT,Verified,52840.0,fullypaid
166.05,debt_consolidation,Individual,11.99,165.94,5000.0,15187.0,3.0,3.0,3.0,B,20.0,37.7,53.0,710.0,714.0,MI,nan,MORTGAGE,Verified,70000.0,fullypaid
273.39,other,Individual,13.99,273.04,8000.0,28217.0,0.0,1.0,0.0,C,10.0,99.7,20.0,670.0,674.0,NY,4_years,RENT,Source_Verified,72000.0,fullypaid
774.91,debt_consolidation,Individual,7.26,774.63,25000.0,31670.0,0.0,0.0,1.0,A,12.0,54.8,23.0,725.0,729.0,VA,5_years,MORTGAGE,Source_Verified,100000.0,fullypaid
343.64,other,Individual,18.99,9046.49,13250.0,12291.0,0.0,0.0,0.0,E,17.0,51.6,31.0,660.0,664.0,FL,nan,RENT,Verified,45468.0,fullypaid
629.04,major_purchase,Individual,9.43,12887.77,30000.0,2743.0,0.0,1.0,0.0,B,3.0,9.0,18.0,745.0,749.0,IL,<_1_year,RENT,Not_Verified,70000.0,fullypaid
221.01,renewable_energy,Individual,17.86,221.01,6125.0,961.0,0.0,0.0,0.0,D,4.0,38.4,13.0,695.0,699.0,CO,2_years,MORTGAGE,Source_Verified,50000.0,chargedoff
33.6,vacation,Individual,12.79,305.74,1000.0,3525.0,0.0,2.0,0.0,C,7.0,17.1,13.0,685.0,689.0,CA,3_years,RENT,Source_Verified,42000.0,fullypaid
695.45,credit_card,Individual,13.48,750.52,20500.0,19427.0,0.0,2.0,nan,C,14.0,51.1,20.0,700.0,704.0,MN,2_years,MORTGAGE,Not_Verified,101138.0,fullypaid
301.48,debt_consolidation,Individual,12.59,8325.95,9000.0,26524.0,0.0,1.0,2.0,C,11.0,78.2,20.0,685.0,689.0,UT,8_years,MORTGAGE,Verified,70000.0,fullypaid
367.94,debt_consolidation,Individual,12.49,367.82,11000.0,20138.0,3.0,0.0,0.0,B,14.0,45.1,20.0,680.0,684.0,NY,1_year,OWN,Source_Verified,50000.0,fullypaid
233.81,debt_consolidation,Individual,12.39,233.65,7000.0,4466.0,1.0,0.0,0.0,C,17.0,24.1,23.0,675.0,679.0,MI,4_years,RENT,Source_Verified,30000.0,fullypaid
1095.16,home_improvement,Individual,7.9,1095.16,35000.0,1516.0,0.0,0.0,2.0,A,5.0,18.9,19.0,785.0,789.0,LA,2_years,MORTGAGE,Verified,85000.0,chargedoff
102.02,debt_consolidation,Individual,9.17,1589.09,3200.0,1773.0,0.0,1.0,0.0,B,10.0,9.7,11.0,765.0,769.0,MD,<_1_year,RENT,Not_Verified,40000.0,fullypaid
455.66,debt_consolidation,Individual,18.84,478.44,17625.0,29070.0,0.0,1.0,4.0,E,20.0,70.4,43.0,680.0,684.0,UT,10+_years,OWN,Verified,42000.0,chargedoff
201.27,medical,Individual,12.69,5810.98,6000.0,17486.0,0.0,0.0,0.0,C,14.0,65.2,27.0,685.0,689.0,FL,10+_years,RENT,Verified,50000.0,fullypaid
595.06,debt_consolidation,Individual,20.99,22282.2,22000.0,16822.0,0.0,0.0,0.0,E,2.0,99.0,9.0,680.0,684.0,CA,7_years,RENT,Verified,55000.0,fullypaid
262.16,debt_consolidation,Individual,14.65,4938.24,7600.0,8106.0,0.0,1.0,1.0,C,7.0,87.2,34.0,660.0,664.0,KY,5_years,RENT,Source_Verified,43000.0,fullypaid
124.43,debt_consolidation,Individual,14.79,133.03,3600.0,13598.0,0.0,1.0,nan,C,11.0,91.7,15.0,675.0,679.0,CA,9_years,RENT,Source_Verified,70000.0,fullypaid
326.92,credit_card,Individual,10.9,7917.4,10000.0,8902.0,0.0,1.0,5.0,B,10.0,57.4,18.0,695.0,699.0,OH,nan,OWN,Verified,23000.0,fullypaid
878.61,debt_consolidation,Individual,24.89,18083.29,30000.0,18898.0,0.0,3.0,1.0,G,25.0,77.5,45.0,685.0,689.0,GA,1_year,MORTGAGE,Verified,85000.0,fullypaid
155.17,credit_card,Individual,7.34,4660.48,5000.0,5570.0,0.0,0.0,4.0,A,15.0,13.2,37.0,720.0,724.0,TX,10+_years,MORTGAGE,Verified,65000.0,fullypaid
308.04,debt_consolidation,Joint_App,19.03,631.48,8400.0,8023.0,0.0,1.0,0.0,D,3.0,74.3,4.0,670.0,674.0,CO,1_year,RENT,Verified,33000.0,chargedoff
401.82,home_improvement,Individual,7.07,13018.5,13000.0,29.0,0.0,0.0,1.0,A,5.0,1.2,11.0,745.0,749.0,TX,10+_years,MORTGAGE,Source_Verified,66000.0,fullypaid
558.32,debt_consolidation,Individual,13.99,558.32,24000.0,22242.0,0.0,0.0,3.0,C,14.0,73.6,35.0,690.0,694.0,OH,7_years,MORTGAGE,Source_Verified,95000.0,chargedoff
650.09,debt_consolidation,Individual,11.44,21477.06,29600.0,5.0,0.0,0.0,1.0,B,9.0,0.0,22.0,740.0,744.0,TX,9_years,MORTGAGE,Verified,107000.0,fullypaid
967.88,credit_card,Individual,9.99,3.77,30000.0,30047.0,0.0,1.0,0.0,B,9.0,62.0,25.0,675.0,679.0,TX,10+_years,RENT,Source_Verified,120000.0,fullypaid
659.72,debt_consolidation,Individual,18.99,659.72,18000.0,15805.0,0.0,1.0,1.0,D,15.0,38.4,34.0,675.0,679.0,TX,nan,OWN,Verified,50000.0,chargedoff
247.37,debt_consolidation,Individual,14.99,247.37,10400.0,9772.0,0.0,0.0,1.0,C,18.0,57.8,25.0,660.0,664.0,FL,4_years,MORTGAGE,Source_Verified,46000.0,chargedoff
166.2,home_improvement,Individual,12.05,4734.62,5000.0,2248.0,0.0,1.0,0.0,C,8.0,8.3,10.0,670.0,674.0,VA,10+_years,OWN,Verified,40000.0,fullypaid
126.07,debt_consolidation,Individual,8.39,125.92,4000.0,9362.0,0.0,1.0,5.0,B,9.0,61.2,18.0,695.0,699.0,CA,10+_years,MORTGAGE,Not_Verified,80000.0,fullypaid
352.76,other,Individual,16.24,352.76,10000.0,35834.0,0.0,0.0,0.0,C,7.0,84.9,11.0,675.0,679.0,CA,10+_years,RENT,Source_Verified,150000.0,chargedoff
268.68,debt_consolidation,Individual,12.99,268.68,7975.0,2987.0,0.0,0.0,2.0,B,5.0,85.3,11.0,670.0,674.0,OH,2_years,MORTGAGE,Source_Verified,36000.0,chargedoff
630.34,moving,Individual,8.39,630.34,20000.0,30991.0,0.0,0.0,3.0,B,10.0,84.9,17.0,715.0,719.0,GA,9_years,MORTGAGE,Source_Verified,140000.0,chargedoff
1160.44,debt_consolidation,Joint_App,9.93,31184.48,36000.0,23202.0,0.0,0.0,1.0,B,14.0,51.6,49.0,710.0,714.0,SC,<_1_year,MORTGAGE,Source_Verified,105000.0,fullypaid
1062.88,debt_consolidation,Individual,16.55,23583.76,30000.0,24431.0,0.0,0.0,1.0,D,18.0,43.4,29.0,720.0,724.0,TX,10+_years,MORTGAGE,Verified,180000.0,fullypaid
526.76,debt_consolidation,Individual,20.99,17194.03,19475.0,13089.0,0.0,1.0,6.0,E,19.0,43.0,53.0,675.0,679.0,IL,4_years,RENT,Verified,103000.0,fullypaid
263.7,vacation,Individual,11.47,263.7,8000.0,9846.0,0.0,0.0,3.0,B,15.0,32.7,34.0,735.0,739.0,NC,10+_years,OWN,Not_Verified,80000.0,chargedoff
624.16,debt_consolidation,Individual,25.69,20518.93,20975.0,9044.0,0.0,2.0,1.0,F,13.0,47.6,31.0,685.0,689.0,NJ,3_years,MORTGAGE,Source_Verified,55000.0,fullypaid
258.67,debt_consolidation,Individual,12.79,7830.19,7700.0,1410.0,0.0,2.0,0.0,C,6.0,5.2,10.0,735.0,739.0,CO,<_1_year,RENT,Source_Verified,35000.0,fullypaid
155.97,credit_card,Individual,7.69,155.88,5000.0,1655.0,0.0,0.0,3.0,A,10.0,11.8,40.0,670.0,674.0,NJ,2_years,RENT,Source_Verified,50000.0,fullypaid
158.68,debt_consolidation,Individual,11.67,3571.11,4800.0,3104.0,0.0,0.0,0.0,B,5.0,10.9,14.0,675.0,679.0,CA,10+_years,OWN,Not_Verified,35000.0,fullypaid
57.56,debt_consolidation,Individual,22.35,581.79,1500.0,3518.0,0.0,1.0,0.0,E,5.0,71.8,8.0,665.0,669.0,MN,9_years,MORTGAGE,Source_Verified,55000.0,fullypaid
351.67,debt_consolidation,Individual,16.02,7329.17,10000.0,5570.0,0.0,1.0,1.0,C,17.0,16.3,24.0,670.0,674.0,IN,2_years,RENT,Source_Verified,28000.0,fullypaid
327.34,debt_consolidation,Individual,10.99,2232.83,10000.0,20034.0,0.0,0.0,0.0,B,16.0,73.9,37.0,670.0,674.0,TX,10+_years,RENT,Verified,50000.0,fullypaid
782.15,debt_consolidation,Individual,7.89,3375.45,25000.0,15914.0,0.0,0.0,0.0,A,13.0,40.9,18.0,695.0,699.0,VA,<_1_year,RENT,Not_Verified,95000.0,fullypaid
475.7,debt_consolidation,Individual,14.99,18625.47,20000.0,44555.0,0.0,0.0,6.0,C,10.0,69.0,33.0,695.0,699.0,NV,8_years,MORTGAGE,Verified,49780.0,fullypaid
335.45,home_improvement,Individual,12.69,667.44,10000.0,5539.0,0.0,0.0,3.0,C,9.0,90.8,20.0,670.0,674.0,OR,10+_years,MORTGAGE,Not_Verified,50000.0,fullypaid
80.86,debt_consolidation,Individual,17.57,2038.35,2250.0,19126.0,0.0,0.0,1.0,D,11.0,60.5,25.0,670.0,674.0,IN,10+_years,MORTGAGE,Not_Verified,57000.0,fullypaid
825.64,debt_consolidation,Individual,14.46,16896.24,24000.0,7218.0,0.0,2.0,2.0,C,11.0,37.6,24.0,675.0,679.0,CA,8_years,MORTGAGE,Source_Verified,300000.0,fullypaid
917.19,major_purchase,Individual,19.48,21489.63,35000.0,10301.0,0.0,2.0,0.0,E,8.0,36.3,23.0,675.0,679.0,HI,6_years,RENT,Source_Verified,70000.0,fullypaid
243.74,other,Individual,10.49,5139.25,7500.0,3375.0,0.0,0.0,4.0,B,14.0,14.1,23.0,715.0,719.0,IN,10+_years,MORTGAGE,Source_Verified,55000.0,fullypaid
283.56,debt_consolidation,Individual,17.86,283.56,11200.0,2145.0,1.0,0.0,0.0,D,13.0,23.8,19.0,685.0,689.0,NJ,<_1_year,RENT,Source_Verified,50000.0,chargedoff
1244.02,debt_consolidation,Individual,16.78,14010.78,35000.0,29036.0,0.0,1.0,5.0,C,15.0,82.0,47.0,710.0,714.0,IL,10+_years,MORTGAGE,Verified,98000.0,fullypaid
413.94,home_improvement,Individual,14.65,7074.53,12000.0,5757.0,0.0,0.0,2.0,C,9.0,57.0,19.0,665.0,669.0,AZ,2_years,MORTGAGE,Source_Verified,61800.0,fullypaid
513.33,debt_consolidation,Individual,14.09,513.33,15000.0,16985.0,0.0,0.0,7.0,B,10.0,71.4,25.0,685.0,689.0,VA,10+_years,RENT,Source_Verified,62273.0,chargedoff
169.27,home_improvement,Individual,13.33,4363.16,5000.0,8338.0,0.0,0.0,4.0,C,14.0,42.5,21.0,735.0,739.0,NJ,8_years,MORTGAGE,Source_Verified,73200.48,fullypaid
249.13,medical,Individual,15.61,1117.71,7125.0,5292.0,0.0,2.0,1.0,D,10.0,55.1,19.0,660.0,664.0,CA,7_years,MORTGAGE,Source_Verified,51000.0,fullypaid
291.95,credit_card,Individual,16.02,11074.35,12000.0,13963.0,0.0,1.0,1.0,C,9.0,75.9,12.0,690.0,694.0,UT,5_years,MORTGAGE,Verified,30000.0,fullypaid
1096.13,credit_card,Individual,7.96,31725.45,35000.0,32960.0,0.0,0.0,0.0,A,19.0,43.1,33.0,685.0,689.0,MI,7_years,RENT,Source_Verified,70000.0,fullypaid
646.85,debt_consolidation,Individual,15.61,646.85,18500.0,12373.0,0.0,0.0,1.0,D,15.0,78.8,32.0,665.0,669.0,CA,10+_years,MORTGAGE,Source_Verified,61000.0,chargedoff
149.58,debt_consolidation,Individual,7.62,149.35,4800.0,7682.0,0.0,0.0,2.0,A,10.0,56.1,27.0,725.0,729.0,MA,10+_years,MORTGAGE,Not_Verified,70000.0,fullypaid
282.41,other,Individual,16.29,4847.41,8000.0,12388.0,0.0,0.0,0.0,D,6.0,41.3,19.0,725.0,729.0,TX,5_years,RENT,Source_Verified,50000.0,fullypaid
626.64,credit_card,Individual,7.99,102.8,20000.0,16951.0,0.0,0.0,1.0,A,7.0,26.2,11.0,780.0,784.0,NJ,4_years,OWN,Not_Verified,80000.0,chargedoff
185.16,credit_card,Joint_App,22.74,3619.82,4800.0,7881.0,1.0,3.0,0.0,E,17.0,50.5,30.0,665.0,669.0,WA,4_years,RENT,Source_Verified,50130.0,fullypaid
400.24,credit_card,Individual,12.29,8598.18,12000.0,26010.0,2.0,0.0,0.0,C,16.0,80.5,44.0,660.0,664.0,AZ,7_years,OWN,Not_Verified,50000.0,fullypaid
648.16,debt_consolidation,Individual,15.41,648.16,27000.0,38471.0,0.0,1.0,4.0,D,18.0,68.8,28.0,670.0,674.0,SC,5_years,MORTGAGE,Verified,102000.0,chargedoff
210.81,car,Individual,5.32,6122.75,7000.0,351.0,0.0,2.0,2.0,A,20.0,0.7,60.0,740.0,744.0,WI,1_year,RENT,Source_Verified,75000.0,fullypaid
504.95,credit_card,Individual,18.2,504.95,19800.0,10977.0,0.0,1.0,1.0,E,11.0,44.1,25.0,680.0,684.0,IN,10+_years,MORTGAGE,Source_Verified,45000.0,chargedoff
329.62,debt_consolidation,Individual,11.47,5505.11,10000.0,7177.0,0.0,1.0,1.0,B,9.0,39.9,15.0,705.0,709.0,CA,5_years,OWN,Source_Verified,50000.0,fullypaid
544.21,debt_consolidation,Individual,10.99,13195.16,16625.0,21058.0,0.0,1.0,1.0,B,16.0,43.4,35.0,715.0,719.0,NJ,3_years,MORTGAGE,Not_Verified,116000.0,fullypaid
339.5,small_business,Individual,13.53,7207.01,10000.0,2106.0,0.0,0.0,1.0,B,10.0,28.1,15.0,765.0,769.0,WI,2_years,MORTGAGE,Verified,42000.0,fullypaid
225.65,other,Individual,9.93,6068.39,7000.0,3001.0,1.0,1.0,6.0,B,7.0,21.4,31.0,685.0,689.0,PA,10+_years,MORTGAGE,Not_Verified,90000.0,fullypaid
382.3,debt_consolidation,Individual,21.45,306.0,14000.0,12.0,0.0,2.0,0.0,D,13.0,0.0,32.0,715.0,719.0,LA,4_years,RENT,Source_Verified,68000.0,chargedoff
138.89,major_purchase,Individual,6.97,138.7,4500.0,4101.0,0.0,1.0,1.0,A,12.0,10.9,35.0,740.0,744.0,VA,1_year,MORTGAGE,Not_Verified,70000.0,fullypaid
230.94,debt_consolidation,Individual,11.53,3248.07,7000.0,5677.0,1.0,0.0,0.0,B,7.0,37.3,20.0,670.0,674.0,DE,7_years,RENT,Source_Verified,55164.0,fullypaid
320.29,debt_consolidation,Individual,9.49,2507.17,10000.0,11657.0,2.0,0.0,3.0,B,12.0,41.5,19.0,685.0,689.0,CA,4_years,MORTGAGE,Source_Verified,115000.0,fullypaid
184.97,debt_consolidation,Individual,6.89,184.6,6000.0,27296.0,0.0,0.0,3.0,A,19.0,53.9,28.0,710.0,714.0,WA,10+_years,MORTGAGE,Not_Verified,70000.0,fullypaid
203.66,debt_consolidation,Individual,7.99,3484.85,6500.0,2831.0,0.0,0.0,2.0,A,7.0,21.4,31.0,750.0,754.0,AL,4_years,MORTGAGE,Verified,52800.0,fullypaid
594.43,debt_consolidation,Individual,7.89,9108.83,19000.0,15665.0,1.0,2.0,2.0,A,19.0,43.8,36.0,705.0,709.0,NJ,2_years,RENT,Verified,76000.0,fullypaid
275.92,debt_consolidation,Individual,14.64,2.08,8000.0,154730.0,0.0,2.0,2.0,C,14.0,50.6,25.0,695.0,699.0,FL,nan,MORTGAGE,Verified,85000.0,fullypaid
612.89,credit_card,Individual,6.49,612.85,20000.0,27461.0,0.0,0.0,0.0,A,15.0,42.6,22.0,715.0,719.0,NY,10+_years,RENT,Source_Verified,55000.0,fullypaid
254.0,medical,Individual,15.22,254.0,10625.0,16221.0,0.0,0.0,2.0,C,11.0,77.8,19.0,725.0,729.0,FL,nan,MORTGAGE,Verified,43000.0,chargedoff
459.58,credit_card,Individual,13.44,14339.0,20000.0,15048.0,0.0,0.0,5.0,C,9.0,72.0,18.0,705.0,709.0,PA,5_years,MORTGAGE,Source_Verified,50000.0,fullypaid
132.76,other,Individual,6.99,1548.52,4300.0,2499.0,1.0,0.0,1.0,A,10.0,8.5,27.0,740.0,744.0,NC,10+_years,MORTGAGE,Not_Verified,55000.0,fullypaid
377.41,debt_consolidation,Individual,17.57,9020.51,15000.0,13301.0,0.0,3.0,5.0,D,7.0,57.6,39.0,705.0,709.0,IL,2_years,MORTGAGE,Verified,120000.0,fullypaid
779.84,debt_consolidation,Individual,7.69,779.79,25000.0,25792.0,1.0,3.0,0.0,A,21.0,27.7,38.0,710.0,714.0,IL,5_years,OWN,Source_Verified,90000.0,fullypaid
649.96,debt_consolidation,Individual,10.49,13719.95,20000.0,17611.0,1.0,1.0,1.0,B,8.0,52.6,20.0,700.0,704.0,PA,10+_years,RENT,Not_Verified,51000.0,fullypaid
303.91,debt_consolidation,Individual,5.93,76.46,10000.0,18987.0,1.0,0.0,1.0,A,9.0,16.6,22.0,725.0,729.0,CA,3_years,OWN,Source_Verified,200000.0,fullypaid
79.39,wedding,Individual,8.9,85.62,2500.0,0.0,0.0,1.0,nan,A,5.0,0.0,13.0,740.0,744.0,MO,10+_years,MORTGAGE,Not_Verified,24650.0,fullypaid
169.27,credit_card,Individual,13.33,2520.18,5000.0,5066.0,0.0,1.0,5.0,C,13.0,30.3,26.0,660.0,664.0,OH,10+_years,MORTGAGE,Verified,60000.0,fullypaid
263.7,credit_card,Individual,11.47,214.28,8000.0,21649.0,0.0,2.0,0.0,B,16.0,55.5,20.0,675.0,679.0,CA,5_years,RENT,Verified,35000.0,fullypaid
224.43,debt_consolidation,Individual,12.39,224.43,10000.0,4598.0,0.0,1.0,0.0,C,4.0,20.9,6.0,750.0,754.0,VA,<_1_year,RENT,Verified,50000.0,chargedoff
545.96,debt_consolidation,Individual,12.99,1161.99,24000.0,3568.0,0.0,0.0,0.0,C,20.0,8.0,21.0,765.0,769.0,FL,3_years,RENT,Source_Verified,90000.0,fullypaid
451.9,debt_consolidation,Individual,12.69,451.9,20000.0,15507.0,0.0,1.0,6.0,C,17.0,52.0,36.0,670.0,674.0,NJ,10+_years,MORTGAGE,Source_Verified,85000.0,chargedoff
494.21,debt_consolidation,Individual,16.29,9528.57,14000.0,44053.0,0.0,0.0,5.0,D,12.0,89.9,26.0,695.0,699.0,TX,10+_years,MORTGAGE,Source_Verified,85000.0,fullypaid
265.68,credit_card,Individual,11.99,1054.71,8000.0,7703.0,0.0,2.0,1.0,B,9.0,74.1,17.0,675.0,679.0,TX,<_1_year,MORTGAGE,Source_Verified,70000.0,fullypaid
652.41,debt_consolidation,Individual,10.75,8090.9,20000.0,15483.0,0.0,3.0,2.0,B,9.0,43.0,21.0,715.0,719.0,AZ,7_years,RENT,Source_Verified,140000.0,fullypaid
273.73,debt_consolidation,Individual,12.99,4047.41,8125.0,7434.0,0.0,0.0,0.0,B,7.0,57.6,9.0,685.0,689.0,GA,<_1_year,OWN,Not_Verified,40000.0,fullypaid
671.38,credit_card,Individual,12.74,671.38,20000.0,19608.0,0.0,1.0,0.0,C,21.0,36.2,30.0,695.0,699.0,IL,9_years,RENT,Source_Verified,68000.0,chargedoff
602.3,credit_card,Individual,5.32,602.13,20000.0,15266.0,0.0,0.0,0.0,A,17.0,79.9,56.0,720.0,724.0,NY,6_years,RENT,Not_Verified,97000.0,fullypaid
335.69,home_improvement,Individual,12.74,3215.71,10000.0,10875.0,1.0,1.0,6.0,C,8.0,58.2,20.0,685.0,689.0,GA,5_years,MORTGAGE,Verified,102000.0,fullypaid
